time_sec,raw_deg
1783235413.4408622,80.95
1783235413.4508188,80.95
1783235413.4609933,80.95
1783235413.4708102,80.96000000000001
1783235413.4809704,80.96000000000001
1783235413.4908898,80.96000000000001
1783235413.5062063,80.97
1783235413.5108485,80.97
1783235413.520865,80.97
1783235413.5362828,80.97
1783235413.540941,80.97
1783235413.551248,80.97
1783235413.5610273,80.97
1783235413.5709147,80.97
1783235413.580927,80.97
1783235413.5909586,80.97
1783235413.6010442,80.97
1783235413.6109684,80.97
1783235413.6209629,80.97
1783235413.6310067,80.96000000000001
1783235413.6410422,80.96000000000001
1783235413.6510036,80.96000000000001
1783235413.6609874,80.95
1783235413.671032,80.95
1783235413.6809995,80.95
1783235413.6911778,80.94
1783235413.7010143,80.94
1783235413.7164457,80.94
1783235413.7235427,80.93
1783235413.7309976,80.92
1783235413.7407126,80.9
1783235413.750933,80.88
1783235413.7607367,80.84
1783235413.7709782,80.83
1783235413.7808716,80.82000000000001
1783235413.7907512,80.81
1783235413.800989,80.81
1783235413.8108075,80.81
1783235413.8208573,80.8
1783235413.8309286,80.8
1783235413.8408453,80.79
1783235413.8508549,80.78
1783235413.86086,80.78
1783235413.8708448,80.77
1783235413.880831,80.76
1783235413.8909857,80.75
1783235413.9007976,80.73
1783235413.9107146,80.72
1783235413.9209533,80.7
1783235413.9310682,80.63
1783235413.9410613,80.53
1783235413.9510837,80.38
1783235413.961091,80.22
1783235413.971131,80.07000000000001
1783235413.9807847,79.92
1783235413.9909806,79.7
1783235414.0010679,79.49
1783235414.0107286,79.3
1783235414.026128,79.09
1783235414.030875,78.85000000000001
1783235414.0408394,78.62
1783235414.0509093,78.41
1783235414.0608191,78.15
1783235414.0709693,77.89
1783235414.0810196,77.63
1783235414.0909488,77.35000000000001
1783235414.1009977,77.06
1783235414.1110241,76.78
1783235414.1210725,76.47
1783235414.1310005,76.19
1783235414.140998,75.88
1783235414.1509414,75.60000000000001
1783235414.160976,75.33
1783235414.1711226,75.0
1783235414.1811764,74.72
1783235414.1962013,74.44
1783235414.2063868,74.14
